0,Medium,EViMA,Sipht,7.983784782018593
1,Medium,MOCS_OViC,Sipht,8.109265995858962
0,Small,EViMA,Sipht,6.639734217001559
1,Small,MOCS_OViC,Sipht,5.485940844095379
0,Extra large,EViMA,Sipht,5.685422368180989
1,Extra large,MOCS_OViC,Sipht,5.254881155712066
0,Large,EViMA,Sipht,6.8388141456048075
1,Large,MOCS_OViC,Sipht,6.617366015787288
0,Medium,EViMA,Montage,278.15962059620597
1,Medium,MOCS_OViC,Montage,277.8262872628726
0,Small,EViMA,Montage,182.6048135820809
1,Small,MOCS_OViC,Montage,146.14640187264118
0,Extra large,EViMA,Montage,108.07831978319783
1,Extra large,MOCS_OViC,Montage,107.61726059316668
0,Large,EViMA,Montage,108.12981029810298
1,Large,MOCS_OViC,Montage,108.12981029810298
0,Medium,EViMA,Inspiral,2141.9211382113826
1,Medium,MOCS_OViC,Inspiral,2141.7774600504627
0,Small,EViMA,Inspiral,1851.3894507926757
1,Small,MOCS_OViC,Inspiral,1851.2851991143816
0,Extra large,EViMA,Inspiral,2240.346612466125
1,Extra large,MOCS_OViC,Inspiral,2240.568834688347
0,Large,EViMA,Inspiral,2156.8804878048786
1,Large,MOCS_OViC,Inspiral,2157.102710027101
0,Extra large,EViMA,Epigenomics,93924.63387533874
1,Extra large,MOCS_OViC,Epigenomics,93924.63387533874
0,Medium,EViMA,Epigenomics,49793.90216802168
1,Medium,MOCS_OViC,Epigenomics,49794.01327913279
0,Small,EViMA,Epigenomics,13463.291075842386
1,Small,MOCS_OViC,Epigenomics,13463.066620181577
0,Large,EViMA,Epigenomics,83539.0075044956
1,Large,MOCS_OViC,Epigenomics,83538.91300813008
0,Medium,EViMA,CyberShake,1075.3937505132626
1,Medium,MOCS_OViC,CyberShake,931.3242584528801
0,Small,EViMA,CyberShake,669.4328401196979
1,Small,MOCS_OViC,CyberShake,657.2557632398754
0,Extra large,EViMA,CyberShake,1004.9222260102954
1,Extra large,MOCS_OViC,CyberShake,1004.9222260102955
0,Large,EViMA,CyberShake,877.6065287016506
1,Large,MOCS_OViC,CyberShake,877.4010771838277
